,Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,avg_salary,min_salary,max_salary,age,python,sas,aws,spark,sql,tableau,tensorflow,nltk,power bi,excel,hadoop,azure,scikit-learn,NLP,r_prog,degree_req,job_simplifier,seniority,desc_len,competitor_count
335,"SS&C Technologies Holdings, Inc.",-1,1986,-1,Computer Hardware & Software,"Overall responsible and accountable for all Encounter activities at DSTWS India. This includes following activities

Minimum of 3 + years software development experience
1+ years’ experience on Cloudera technologies like Impala,Skala and Hadoop
1+ years working with Hadoop technology
Confidence in the ability to write highly concurrent programs in Java/Scala
knowledge on NOSQL databases like HBase
A demonstrated ability to learn new technologies quickly
Deep passion for building great software
Good written and oral skills
Familiarity with one scripting language like python
Experience in both Agile and traditional software development environments
Experience with at least one Functional Programming language
Possesses a deep understanding of distributed systems
Ability to build data models
Integrate with products and gather requirements to build data sources.
Expedite Analyst skills

Location:
Hyderabad Andhra Pradesh

DST is an equal opportunity employer and values a diverse and inclusive workplace. All qualified candidates will receive consideration for employment without regard to age, race, color, religion, genetic information, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. For more information about Equal Opportunity in the Workplace please click here and here . DST is committed to working with and providing reasonable accommodation to job applicants with disabilities. If you are a qualified individual with a disability and need an accommodation or accessibility assistance to complete the online application, please contact us at PeopleCenter@dstsystems.com for assistance.","Senior Software Engineer, Big Data",Hyderabad,2.8,$2 to $5 billion (USD),"INR  6,03,507",Information Technology,10000+ Employees,Company - Public,603507.0,0,0,34,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,BDE,senior,1725,0
336,"Alcon",-1,1945,-1,Biotech & Pharmaceuticals,"Position Title
Data Engineer

14-Jul-2020

Job ID
298921BR

Job Description
Support the planning, design, development and delivery of system solutions for a specific business or technology area. Capture new IT demand and ensure IT services provided to business are being delivered to requirements and that business user expectations and satisfaction levels are met.
Act as a point of contact for the business-specific business capability, for existing and new services to ensure that agreed services are being delivered to requirements and business user expectations and satisfaction levels are met. -Ensure service adherence with quality, compliance and security standards and delivery of associated corrective service actions; handle and resolve customer feedback. -Design, develop and/or deliver solutions that meet business requirements. Job Purpose Purpose of the role is to build is to design and build solutions to ingest data from variety of sources in to Data and Analytics platforms at Alcon. As part of the Analytics team, work closely with Business stakeholders to understand Analytics needs, create, support or enhance Analytics products that align with Alcon’s Data and Analytics strategy and standards. Essential Job Functions •As part of the Analytics sprint team before data engineering to ingest data from various sources into data lake solution on AWS Cloud as per the roadmap •Deliver business solution on Alcon’s analytics platform through end-to-end implementation that includes data security, governance, cataloging, preparation, automated testing, and data quality metrics. •Contribute towards building high performing platform/product DevOps agile teams •Automate, optimize, migrate and enhance existing solutions. •Perform data modeling, data analysis and providing insights using various tools.
-Completeness and accuracy of business demand capture -Project/solution delivery execution (quality, time, cost) -Process efficiency -IT service risks recorded / managed -Customer Satisfaction -Service/solution quality: timely and accurate reporting (i.e. Service performance and CSAT analyze) -Adherence to solution architecture and architecture roadmaps -Adherence to SLAs.
Applied Business Insights Digital & Technology Savvy Organizational Savvy Project Excellence Continuous Learning (Dyn. Knowledge Development) Interpersonal Savvy Being resilient.

Minimum requirements
Collaborating across boundaries Cross Cultural Experience Organization Scope; Scale and Complexity Ambiguity Accountability English IT Data Analysis IT Systems Design Programming / Software development IT Systems Integration IT Testing IT Customer Service Support IT Service Level Management.

•Education: Bachelor’s degree or equivalent years of applicable experience •Experience: 3+ years of applicable experience in Data Warehousing and BI Solutions. 3+ years of experience in writing code in spark engine using python, scala or java Language The ability to fluently read, write, understand and communicate in English. Specific Job Posting Content •Good understanding of traditional and latest data and analytics platforms architecture models. •3+ years experience in data engineering which includes data ingestion, preparation, curation, provisioning, automated testing, and quality checks. •2+ years of Big Data, and Analytics Technologies – hands-on experience is a must Big Data cloud platforms, Data Lakes, and Data Warehouses Familiarity with Visualization and Reporting Tools like Tableau, Salesforce Einstein Analytics and QlikSense 3+ years experience in languages to ingest data is a must – SQL, Java, Python, & Scala 

Job Type
Full Time

Country
India

Work Location
Bangalore

Functional Area
Information Technology

Division
ALCON

Business Unit
NON-NVS AL INFORMATION TECHNOLOGY

Employment Type
Regular

Company/Legal Entity
Alcon Ind

Shift Work
No",Data Engineer,Bengaluru,3.6,$5 to $10 billion (USD),"INR  11,63,646",Biotech & Pharmaceuticals,10000+ Employees,Company - Public,1163646.0,0,0,75,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,data engineer,na,3915,0
337,"Noon Academy",-1,2014,-1,K-12 Education,"Noon is making education fun by social learning and collecting a lot of data points, which help to make product and customer experience better. Data comes from a variety of sources, internal and external, and in different formats. The data that we collect in a heterogeneous and distributed storage (data lake).

For our users (employee, customer) to be productive, data needs to be accessible uniformly. While understanding the nature of the data they deal with, our users should not be held responsible for its quality. The collected data might end up containing duplicates, being outdated, and generally being corrupted in several ways; one of the jobs of a data engineer is to prevent these issues and to minimize their occurrence.

We massage data, put its pieces together to provide a different perspective, elaborate it, store it, manipulate it, and optimize its access. We are also in the process of building pipelines to make the data flow from one sector of our architecture to another. We write efficient software, maintain our clusters, optimize and advise on queries, and continuously re-evaluate our process to make it faster and more accurate. To do this, we keep the discussion open, share our findings, and hold each other accountable.

We are in the middle of a substantial transformative process. We are piecing together a data science architecture that needs to sustain tons of gigabytes of data in a dependable and distributed way so that the data is at the fingertips of its users. If you haven’t scared yet? Then maybe you might consider joining forces with us.

Requirements
Excellent knowledge of SQL and Python
Experience with cloud platforms, in particular, Amazon Web Services
Preferred knowledge of Java / Scala
Good understanding of SQL and NoSQL databases, Star schema (data modeling, data warehousing)
Excellent Experience of Python, Java or Scala
Experience with big data: Hadoop, Spark, Kafka, Flink (HDFS, HBase, Hive)
Knowledge of algorithms and data structures
Deep understanding of the distributed systems
Experience with data visualization tools like Tableau or ElasticSearch will be a big plus
What can you expect
Work with a team who believes in STUDENT FIRST, you will have an opportunity to build the first (BE ORIGINAL) Open Social Learning Platform that can impact millions of students across the globe
A working environment where you can look at things differently and challenge and offer solutions; which also offers you a freedom to commit ‘n’ number of first time mistakes - NEVER DEPRIVE A LEARNER
Complete ownership and responsibility for the success of your autonomous team across all scope of works - OWN IT and BE BOLD
An opportunity to lead bunch of Young, Smart, Driven and Dynamic engineers who are committed to go BEYOND SELF to solve business challenges
Work closely with the leadership team who live by the value of BE BETTER EVERYDAY to help growing an amazing organisation",Data Engineer,Bengaluru,4.1,Unknown / Non-Applicable,"INR 965K - INR 1,036K",Education,51 to 200 Employees,Company - Private,1000500.0,965000,1036000,6,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,data engineer,na,2957,0
338,"Amantya Technologies, Inc",-1,-1,-1,-1,"Big data, Spark, Hadoop, Hive, Scala, ETL, SQL, AWS

Experience: 6 - 10 yrs
Location: Gurgaon, India

Job Title : Big data Developer
Skills : Big data, Spark, Hadoop, Hive, Scala, ETL, SQL
Notice period : max 30 days

Qualifications :
– Bachelor’s Degree or Master’s Degree with 6 to 10+ years of experience in Computer Science or related field.
– Strong experience in ETL and expertise in SQL.
– Hands on expertise in Big Data Ecosystem with experience in Hadoop, Hive, Spark, Strome, Cassandra, NoSQL DB’s, Spark, Scala.
– Experience in distributed programming, scripting and writing SQL
– Cloud Development experience like AWS
– Experience in building scalable/highly available distributed systems in production.
– Understanding of stream processing with knowledge on Kafka.
– Knowledge of Software Engineering best practices with experience in implementing CI/CD, Log aggregation/Monitoring/alerting for a production system.
– Good level of Expertise in production support related activities (issue identification, resolution)
– Excellent communication skills
– A self-motivated learner and mentor with strong customer focus and obsession with quality

Responsibility :
– Develop high performance and scalable solutions that extract, transform, and load big data.
– Design, build, test and deploy cutting edge solutions at scale, impacting millions of customers worldwide drive value from data at Client Scale
– Experience performing root cause analysis on data and processes to answer specific business questions and identify opportunities for improvement.
– Experience building and optimizing ‘big data’ data pipelines, architectures and data sets involving petabyte and terabyte of data.
– Interact with Client engineering teams across geographies to leverage expertise and contribute to the tech community.
– Engage with the engineering team to provide seamless production support.",Big Data Engineer,Gurgaon,-1.0,Less than $1 million (USD),INR 863K - INR 943K,-1,1 to 50 Employees,Company - Private,903000.0,863000,943000,-1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,BDE,na,1917,0
339,"Touchnote",-1,2008,-1,Internet,"Who we are:

We are reinventing personal communication for the digital era.

TouchNote is a creative platform that lets people send custom-made cards, straight from their phone to those they love anywhere in the world. Our easy to use app has helped people nurture their most meaningful relationships over 15 million times and was awarded the Good Web Guide’s App of the Year 2018.

We are a team of passionate and creative individuals trying to make a difference. We’re proud to offer a highly collaborative, solution-focused environment that celebrates diversity and has been listed in Deloitte’s Technology Fast 50 and The Financial Times Future 100 UK.

The Role:

We are looking for a savvy Data Engineer to join our growing data and analytics team.

Our ideal candidate is an experienced data pipeline builder and data wrangler who enjoys both optimising existing data systems and building new capabilities from the ground up. They will be working alongside our Data Lead and Data Analysts to formalise and expand our data collection and delivery architecture - ensuring information is accurate, timely, consistent, meaningful, and enabling our teams to build analytics simply on top of robust fundamentals.

They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimising or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

What you'll do:
Create, maintain and monitor an efficient data pipeline architecture, including working with scheduled jobs, replication, monitoring and partitioning.
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Handle changes in application logic and develop supporting data transformations.
Ensure data integrity and consistency throughout, and enable teams to easily verify this in end analysis.
Own database and data flow documentation.
Develop and maintain a large event stream to enable real-time customer analytics.
Work with a wide variety of business stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Create data tools alongside Data Analysts and Data Scientists in a collaborative fashion to support business outcomes
Work alongside the rest of the Data team to enable best use of our Looker instance, ideally through writing and optimising LookML.
Requirements
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL), as well as working familiarity with a variety of databases (PostgreSQL and MySQL preferably).
Database administration and data performance management, including the details of indices, normalisation, query optimisation and resultant execution plans.
Building and optimising ‘big data’ data pipelines, architectures and data sets.
Root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores
The successful candidate will have 3+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Informatics, Information Systems or another quantitative field.
Must-haves:
Cloud Based ETL Tools: Stitch, FiveTran, Matillion.
Relational SQL and NoSQL databases: MySQL, Postgres, Redshift and DynamoDB
Data pipeline and workflow management tools: DBT, Dataform, AWS Glue, AWS Data pipeline, Singer.io, Luigi, Airflow, etc.
Data visualisation tools: Looker (including LookML experience)
AWS cloud services: EC2, EMR, RDS, Redshift
Object-oriented/object function scripting languages: Go, PHP, Python, Scala, etc.
Nice to haves:
Kafka, Hadoop and Spark
R and Jupyter Notebooks
Benefits
Company laptop (Mac or PC - you choose!)
Choice of wellbeing benefits which include Private Medical Insurance and/or a gym membership
20 days holiday plus bank holidays
Friday drinks
Team lunches
Team socials every month
Free TouchNote credits to use our product!
Reporting to Data Lead

Salary competitive and dependent on experience

This is a full-time position (Monday - Friday: 11AM - 8PM)",Data Engineer,Hyderabad,5.0,$10 to $25 million (USD),"INR  7,86,296",Information Technology,1 to 50 Employees,Company - Private,786296.0,0,0,12,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,4976,0
340,"Amazon.com, Inc.",-1,1994,-1,Internet,"The TRON team is an initiative which partners with the Amazon Robotics team to remotely handle exceptions in the Amazon Robotic Fulfillment Centers in North America. The TRON technology enables the human supervisory control of automated tasks. In the TRON system, a remote associate provides supervisory control when automated tasks fail for any reason. This allows us to avoid falling into the 90/10 trap where a task can be 90% automated but requires 90% of the time for the last 10% of functionality. Our strategy is to employ a human-as-sensor model and allow humans to perform just those portions of a task that require higher order cognitive ability.
TRON team is looking for a Data Engineer. As a Data Engineer on TRON team your responsibilities will include

Responsibilities include:
· Apply broad knowledge of technology options, technology platforms, design techniques and approaches across the Data Engineering ecosystem to design systems that meet business needs.
· Play a leading role in building systems and datasets using software engineering best practices, data management fundamentals, data storage principles, recent advances in distributed systems, and operational excellence best practices.
· Play a leading role in architecture design and implementation of next generation BI solutions using Big Data and AWS Services.
· Analyze source systems, define underlying data sources and transformation requirements, design suitable data models and document the design/specifications.
· Demonstrate passion for quality and productivity by use of efficient development techniques, standards and guidelines.
· Effectively communicate with various teams and stakeholders, escalate technical and managerial issues at the right time and resolve conflicts.
· Peer review work. Actively mentor more junior members of the team, improving their skills, their knowledge of our systems and their ability to get things done.
Manage AWS resources including EC2, RDS, Redshift, Kinesis, EMR, Lambda etc.

Basic Qualifications

· 1+ years of experience as a Data Engineer or in a similar role
· Experience with data warehousing, and building ETL pipelines
· Experience in SQL
· Bachelor's degree or higher in a quantitative/technical field (e.g. Computer Science, Statistics, Engineering).
· 3+ years of relevant experience in one of the following areas: Data engineering, database engineering, business intelligence or business analytics.
· 3+ years of hands-on experience in writing complex, highly-optimized SQL queries across large data sets.
· 2+ years of experience in scripting languages like Python etc.
· Demonstrated strength in data modeling, ETL development, and Data warehousing.
· Experience with AWS services including S3, Redshift, EMR and RDS.
· Experience with Big Data Technologies (Hadoop, Hive, Hbase, Pig, Spark, etc.)
· Experience in working and delivering end-to-end projects independently.
· Knowledge of distributed systems as it pertains to data storage and computing


Preferred Qualifications

· Proven success in communicating with users, other technical teams, and senior management to collect requirements, describe data modeling decisions and data engineering strategy
· Experience providing technical leadership and mentoring other engineers for best practices on data engineering
· Knowledge of software engineering best practices across the development lifecycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing, and operations

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. We welcome applications from all members of society irrespective of age, sex, disability, sexual orientation, race, religion or belief

·",Data Engineer I,Hyderabad,4.3,$10+ billion (USD),"INR  14,39,361",Information Technology,10000+ Employees,Company - Public,1439361.0,0,0,26,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,data engineer,na,3956,0
341,"PayPal, Inc.",-1,1998,-1,Internet,"Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPals 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

With over 300m registered active users and strong double digit growth, PayPal is working hard to provide expanded services to our customers. We have a unique opportunity for a talented engineer in PayPal Data Governance platform team. We are looking for a smart, execution focused technical engineer that will be responsible for working on key deliverables on PayPal Data Governance Platform, working closely with many internal technology partners to deliver key platform capabilities that will allow our internal business partners to match their expectation from the Data Governance platform.

Responsibilities:
Build scalable systems, lead technical discussions, participate in code reviews, guide the team in engineering best practices. Must be able to write quality code and build secure, highly available systems. 75% of the job requires production quality coding.
Provide technical insights and contribute to the definition, development, integration, test, documentation, and support across multiple platforms
Establish a consistent, project management framework and development processes to deliver high quality software, in rapid iterations, for business partners in multiple geographies
Must have demonstrably strong interpersonal and communication skills (both written and verbal), to include speaking clearly and persuasively in positive or negative situations
Eat, sleep, and breathe services. Experienced in balancing production platform stability, feature delivery, and retirement of technical debt across a broad landscape of technologies
Qualifications:
Undergraduate degree in Computer Engineering or equivalent from a leading university and preferably with a Masters
7+ years of post-college working experience as a developer and architect in Engineering, or Data analytics organization
Excellent knowledge of Java with hands on experience
Understanding and background of distributed data processing
Knowledge of batch and real-time processing
Must have experience working with cloud environment
Good understanding of Hadoop ecosystem i.e. map reduce, Tez, llap and hdfs
Knowledge on one of the streaming platforms Kafka, rabbitMQ with at least once, at most once and exactly once patterns
Must have a good understanding of spark, rdd, data frame Api
Must have experience with performance improvement for big data job
Experience with Altus, Raptur is a plus
Knowledge of Scala will be a plus
Knowledge of scripting language e.g. python is a plus
Strong conceptual and creative problem-solving skills; ability to work with considerable ambiguity; ability to learn new and complex concepts quickly. Relentlessly resourceful and scrappy
A great communicator, strong project management skills, and superb attention to details",Sr Big Data Engineer,Chennai,3.7,$10+ billion (USD),"INR  12,55,505",Information Technology,10000+ Employees,Company - Public,1255505.0,0,0,22,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,BDE,senior,3720,0
342,"NGDATA, Inc.",-1,2012,-1,Enterprise Software & Network Solutions,"“I am a trusted advisor for our customers, partners and colleagues. I am eager to learn and have the freedom to grow.”

NGDATA’s creed and our way of maintaining this creed is greatly impacted by the way we deliver projects. As a Big Data Engineer at NGDATA, you will get the chance to write, implement and configure innovative software, using the newest development practices. A passion for all aspects of software development, as well as customer-facing, are therefore of high importance.

In this role, you will join a highly motivated Professional Services team consisting out of 10 people and will be able to have a significant impact on our business by implementing data-centric enterprise software.
Opportunities
Get a taste of the newest technologies such as the Hadoop stack, Microsoft Azure, Cloud stack, AWS, etc.;
Be a part of a strong and quickly evolving technical space;
Get the opportunity to work at a variety of customers;
Be amazed by the amount of responsibility you can take up as a new employee under the guidance of your more senior co-workers.
Responsibilities
Implement our NGDATA solutions on site or cloud based at customers with a wide variety of infra and architectures;
Help clients define solutions and bring technical guidance both related to our solution as more broad related issues;
Deliver clear and exhaustive design documents;
Develop exemplary and thoroughly tested code for the most challenging aspects of our product or product sub-systems;
Perform quality assurance on all implementations from inception through integration, staging and production environments;
Collaborate effectively with customers as well as other technology teams and architects to solve complex challenges spanning their respective areas;
Exhibit creativity and resourcefulness at problem-solving while collaborating and working effectively with customers, designers, engineers of different technical backgrounds, architects and product managers.
Personal Skills
Consultative approach and behavior;
Open minded and solution oriented;
Persistent, accurate, creative;
A logical approach to the solution of problems and good conceptual ability and skills in analysis;
Ability to integrate research and best practices into problem-solving and continuous improvement;
A true team player who isn’t shy of working independently on projects;
Discipline to document and record results;
Enjoying constantly expanding your knowledge base;
Willing to work at the customer location and travel regularly.
Technical background
You should have 5+ years of experience in large-scale software development and consultancy. You have a strong cross-functional technical background and a willingness and capacity to expand leadership and technical skills;
Fluent in English;
knowledge in developing and debugging in Java/J2EE;
Maven, git, IntelliJ/Eclipse, unit testing;
Proficient Linux user with basic Linux administration skills;
Experience with agile/scrum methodologies to iterate quickly on product changes, develop user stories and work through backlogs;
Exercise independent judgment in methods, techniques and evaluation criteria for obtaining results;
Experience in working with Hadoop/MapReduce, HBase, Hive, Flume, SOLR is considered a plus;
Familiarity with No-SQL and ETL tools is considered a plus;
Knowledgeable of the RESTful concept is considered a plus;
Experience with Python is considered a plus;
Knowledge of data modeling and programming is considered a plus;
Experience with performance tuning and profiling is considered a plus.",Big Data Engineer,Chennai,3.0,Less than $1 million (USD),INR 513K - INR 763K,Information Technology,51 to 200 Employees,Company - Private,638000.0,513000,763000,8,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,BDE,na,3586,0
343,"Tredence Analytics Solutions Private Limited",-1,2013,-1,Consulting,"Business Analyst / Senior Business Analyst

Bengaluru, India
JOB DESCRIPTION

As a Senior Business Analyst with Tredence you will work in a challenging environment with smart peer group. In your role, you will work hands on and provide thought leadership to real life business problems using analytical thinking and by applying complex mathematical techniques.
THE IDEAL CANDIDATE WILL

Be part of team that solves business problems which involve:
Brainstorm with clients and internal teams to define a problem
Translate the business problem into an analytical problem
Solve the analytical problem using combination of Technology, Math and Domain knowledge
Be trained, guided and mentored to build a career in analytics
Use a combination of Technology (70%), Math (20%) and domain knowledge (10%) to solve real world business problem
ELIGIBILITY CRITERIA

At least 2 years of work experience
Proficiency in SQL/Hive [must have]:
Handling and analysing large data
Data cleaning and processing
Good experience of:
Basic operations: Joins, Union, table properties
Windows function: rank, partition by
Parametrizing query
Optimized table format
Query optimization parameters
Hadoop query optimization
My-SQL query optimization
Nice to have:
R (Basic data manipulation, DPLYR, GGplot, Random forest)
Python (Basic data manipulation using pandas, matplotlib, sklearn)
Hadoop, spark
Tableau
Excellent communication skills
Collaborative mindset to work with clients and internal teams
Motivation to learn constantly
Send your CV to careers@tredence.com",Business Analyst / Senior Business Analyst,Bengaluru,3.5,$10 to $25 million (USD),"INR  6,80,638",Business Services,501 to 1000 Employees,Company - Private,680638.0,0,0,7,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,BA,senior,1580,0
344,"Arlo Technologies, Inc.",-1,2018,-1,Computer Hardware & Software,"Sr. CRM Business Systems Analyst
Function

IT

Location


India

Apply Now

Join Arlo’s CRM Technology team to lead the delivery of our CRM vision. The Business Systems Analyst position requires a strong background in Salesforce.com Service, & Sales Clouds to support our present ecosystem and future roadmap.

Responsibilities:
• Work with cross functional and geographical teams to lead global system implementations.
• Work as liaison between Support, Contact centers, Product teams and IT.
• Implement solutions to support and sustain the effectiveness of Salesforce.com Service cloud ecosystem..
• Maintain Salesforce.com user roles, security, profiles and workflow rules.
• Maintain integrations between Salesforce.com and other corporate and 3rd party applications using Informatica cloud
• Support Custom Force.com applications and lead projects in these areas.
• Develop, Maintain and Perform user training.

Qualifications:
• 5+ years of experience in Salesforce.com Architecture, Design and Development.
• Familiarity with Agile Project Management methodology.
• Extensive experience implementing Salesforce.com Service cloud as well as implementing extensions and integrations leveraging the Force.com platform.
• Experience with data integration tools such as Informatica, Mulesoft etc.
• Bachelor's degree in Computer Science or related field.
• Salesforce.com Certified Administrator and Developer preferred.
• Proven ability to integrate business processes across disparate systems.
• Experience with Salesforce.com developer toolkit including SOQL, Apex Classes, Controllers and Triggers, Visualforce, Lightning, Force.com IDE, Migration Tool, Web Services preferred. HTML and Javascript experience desired.
• Knowledge of data management, SQL and RDBMS technologies, SOA design principles.
• Demonstrated ability to effectively work in a team environment and communicate at all levels of an organization.
• Strong verbal and written communication skills.

Travel Requirements (",Sr. CRM Business Systems Analyst,India,4.0,Unknown / Non-Applicable,INR  346 - INR  380,Information Technology,201 to 500 Employees,Company - Public,363000.0,346000,380000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,na,senior,2031,0
345,"Viscadia Inc",-1,2010,-1,Consulting,"Senior Consultant, Gurgaon, India

Full Time
Gurgaon, New Delhi Area
Viscadia

Viscadia is a leading professional services firm focused exclusively on pharmaceutical and biotech forecasting. We are a rapidly growing firm, comprised of driven, collegial, and intellectually curious individuals. Our team of experts come with many years of experience from the healthcare industry and/or the consulting space.
We seek a Senior Consultant to join our India team in Gurgaon. Senior Consultants at Viscadia serve as a key bridge between clients and internal working teams in delivering impactful insights and solutions. They work collaboratively with the Viscadia Principals and Managers and are well-positioned to grow and develop within the organization.

The responsibilities of a Senior Consultant include:
Client engagements and project execution
Develop and manage appropriate project plans and work schedules to meet business objectives and priorities. Manage multiple concurrent engagements ensuring exceptional client satisfaction and on-time delivery.
Gather client requirements, translate business requirements into tactical requirements, determine operational objectives
Manage end-to-end project tasks of team members while maintaining high standards of quality and thoroughness
Provide engagement delivery and implementation to Viscadia leadership
Provide business insight into model design and build, apply statistical estimation techniques and/or optimization techniques for forecasting engagements
Synthesize findings and analyses into executive presentations that deliver an evidence-based narrative on the topics in focus
Present forecast models and presentations to clients
Think in advance about potential risks and mitigation plans
Lead discussions with the team for evolving product ideas and troubleshooting any bottlenecks during the engagement
Internal capabilities
Develop expertise in designing and building forecast models and in therapeutic categories in-line with Viscadia’s business focus and client base
Work with Principals/Managers/Senior Consultants to develop project proposals and contribute in business development efforts by creating sales pitches, case studies, and Microsoft Excel demos of Viscadia capabilities
Assume ownership of internal practice development and capability building initiatives
Contribute to the broader success of the organization and participate in idea generation and innovation in expanding company services and product offerings
Team development
Build, lead and guide a team of 2-3 associates/associate consultants independently or with little guidance
Mentor and coach associates and associate consultants to ensure engagement as well as organizational success against set plans
Qualifications:
B.Tech/B.E. from a premier engineering college
7-8 years of analytics/consulting experience in the pharmaceutical industry, prior knowledge working with the different datasets from IQVIA, Symphony and internal to the pharmaceutical organization etc.
Significant hands-on experience in designing and building forecast models and/or working on commercial assessments
Proficient in the use of Microsoft Office applications, especially PowerPoint and Excel
Strong verbal and written communication skills with both technical and non-technical audiences
Prior experience with client interactions and ability to deliver clear and concise presentations both internally and externally
Strong problem solving and analytic skills
Collaborative work approach and demonstrated ability to build and lead teams
Willingness to work in a small and fast-growing organization
Passionate about consulting, and delivering value to drive client business","Senior Consultant, Gurgaon, India",Gurgaon,3.8,Unknown / Non-Applicable,"INR 1,042K - INR 1,136K",Business Services,1 to 50 Employees,Company - Private,1089000.0,1042000,1136000,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,na,senior,3726,0
346,"Amazon.com, Inc.",-1,1994,-1,Internet,"Founded in 1994 and headquartered in Seattle, USA, Amazon has grown to be a Fortune 100 company and a global leader in e-commerce. With a mission to be Earths most customer-centric company, where customers can find and discover anything they might want to buy online, and endeavors to offer its customers the lowest possible prices, Amazon offers millions of items to our customers from tens of thousands of sellers.

As part of the Customer Experience team, the Business Analyst will be responsible for working closely with the product Managers to analyze data, build inferences, and deliver compelling and actionable data insights in terms of multiple reports and dashboards. This role requires an individual with excellent understanding of SQL and query development, good business acumen and the ability to work with quantitative and business teams. The successful candidate will be a self-starter comfortable with ambiguity, with strong attention to detail, an ability to work in a fast-paced and ever-changing environment, and driven by a desire to innovate in this space.

The Business Analyst position is based in Bangalore.



Basic Qualifications

BASIC QUALIFICATIONS
Responsibilities
· Identifying, developing and executing data analysis to help marketing, product and category functions create more business impact.
· Presenting written recommendations and insights to key stakeholders.
· Shaping and informing key metrics and indicators by which leadership will assess its performance.
· Learn and understand a broad range of Amazons data resources and know how, when and which data sources to use.
· Deep dive into massive data sets to answer key business questions using MS Excel, SQL and other data manipulation languages.
Basic Qualifications
· Bachelors degree in Engineering, Mathematics, Statistics or similar quantitative discipline.
· Technical skills Strong proficiency in SQL, Microsoft Excel, and statistical analysis tools and techniques.
· 1-3 years of experience in hands on Analytics, dash-boarding, querying
· Strong Analytical skills has ability to start from ambiguous problem statements, identify and access relevant data, make appropriate assumptions, perform insightful analysis and draw conclusion relevant to the business problem.
· Communication skills ability to communicate (written and spoken) in English. Demonstrated ability to communicate complex technical problems in simple plain stories. Ability to present information professionally & concisely with supporting data.
· Ability to work effectively & independently in a fast-paced environment with tight deadlines.
· Ability to engage with cross-functional teams for implementation of project and program requirements.


Preferred Qualifications

PREFERRED QUALIFICATIONS
· Proficient with statistical tools like R and statistical techniques like Regression, Cluster Analysis etc.
· Proficient with reporting tools like Tableau.",Business Analyst,Bengaluru,4.3,$10+ billion (USD),"INR  14,39,361",Information Technology,10000+ Employees,Company - Public,1439361.0,0,0,26,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,BA,na,2955,0
